Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2024-07-17,EVTL,9.300000190734863,9.600000381469727,8.8100004196167,9.050000190734863,9.050000190734863,14790
2024-07-18,EVTL,9.399999618530273,9.600000381469727,8.899999618530273,8.949999809265137,8.949999809265137,28120
2024-07-19,EVTL,8.6899995803833,9.100000381469727,8.199999809265137,8.4399995803833,8.4399995803833,22510
2024-07-22,EVTL,8.5,9.220000267028809,8.350000381469727,8.899999618530273,8.899999618530273,25900
2024-07-23,EVTL,9.539999961853027,9.600000381469727,9.199999809265137,9.199999809265137,9.199999809265137,38770
2024-07-24,EVTL,9.600000381469727,10.699999809265137,9.40999984741211,9.670000076293945,9.670000076293945,64510
2024-07-25,EVTL,9.399999618530273,9.5,9.100000381469727,9.489999771118164,9.489999771118164,20570
2024-07-26,EVTL,9.579999923706055,10.100000381469727,9.3100004196167,10.0,10.0,32020
2024-07-29,EVTL,9.960000038146973,10.0,9.0,9.260000228881836,9.260000228881836,33330
2024-07-30,EVTL,9.300000190734863,9.399999618530273,9.0,9.380000114440918,9.380000114440918,16790
2024-07-31,EVTL,9.100000381469727,9.380000114440918,9.0,9.300000190734863,9.300000190734863,15670
2024-08-01,EVTL,9.109999656677246,9.399999618530273,8.609999656677246,8.800000190734863,8.800000190734863,31100
2024-08-02,EVTL,8.5,9.1899995803833,8.0,9.1899995803833,9.1899995803833,45370
2024-08-05,EVTL,8.369999885559082,8.600000381469727,7.550000190734863,8.0,8.0,49970
2024-08-06,EVTL,8.600000381469727,8.699999809265137,8.270000457763672,8.699999809265137,8.699999809265137,20570
2024-08-07,EVTL,8.699999809265137,8.90999984741211,8.079999923706055,8.239999771118164,8.239999771118164,14070
2024-08-08,EVTL,8.539999961853027,8.539999961853027,7.900000095367432,8.170000076293945,8.170000076293945,10990
2024-08-09,EVTL,7.960000038146973,8.229999542236328,7.599999904632568,7.880000114440918,7.880000114440918,16350
2024-08-12,EVTL,8.0,8.140000343322754,7.800000190734863,8.09000015258789,8.09000015258789,13730
2024-08-13,EVTL,8.399999618530273,9.0,8.199999809265137,8.300000190734863,8.300000190734863,7670
2024-08-14,EVTL,8.619999885559082,8.710000038146973,8.100000381469727,8.369999885559082,8.369999885559082,11520
2024-08-15,EVTL,8.399999618530273,8.699999809265137,8.399999618530273,8.550000190734863,8.550000190734863,36080
2024-08-16,EVTL,8.5,8.800000190734863,7.269999980926514,8.399999618530273,8.399999618530273,43920
2024-08-19,EVTL,8.899999618530273,8.899999618530273,8.0,8.5,8.5,12420
2024-08-20,EVTL,8.5,8.600000381469727,8.1899995803833,8.449999809265137,8.449999809265137,13890
2024-08-21,EVTL,8.600000381469727,8.600000381469727,8.199999809265137,8.600000381469727,8.600000381469727,6360
2024-08-22,EVTL,8.600000381469727,8.699999809265137,8.5,8.600000381469727,8.600000381469727,6270
2024-08-23,EVTL,8.960000038146973,9.300000190734863,8.680000305175781,9.300000190734863,9.300000190734863,24980
2024-08-26,EVTL,9.890000343322754,10.0,8.699999809265137,9.100000381469727,9.100000381469727,27020
2024-08-27,EVTL,9.300000190734863,9.359999656677246,8.800000190734863,9.359999656677246,9.359999656677246,11810
2024-08-28,EVTL,9.079999923706055,9.300000190734863,8.8100004196167,9.300000190734863,9.300000190734863,18780
2024-08-29,EVTL,9.300000190734863,9.300000190734863,8.899999618530273,8.960000038146973,8.960000038146973,27010
2024-08-30,EVTL,8.720000267028809,9.300000190734863,8.5,8.649999618530273,8.649999618530273,13050
2024-09-03,EVTL,8.5,8.789999961853027,8.079999923706055,8.1899995803833,8.1899995803833,26770
2024-09-04,EVTL,8.010000228881836,8.1899995803833,7.400000095367432,7.800000190734863,7.800000190734863,49730
2024-09-05,EVTL,7.900000095367432,8.0,7.519999980926514,7.550000190734863,7.550000190734863,10920
