Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2024-03-27,AMWL,0.8600000143051147,0.8772000074386597,0.8252999782562256,0.862500011920929,0.862500011920929,1346879
2024-03-28,AMWL,0.8580999970436096,0.8662800192832947,0.7900999784469604,0.810699999332428,0.810699999332428,2532388
2024-04-01,AMWL,0.8228999972343445,0.8313999772071838,0.7519999742507935,0.7714999914169312,0.7714999914169312,7126523
2024-04-02,AMWL,0.75,0.7989000082015991,0.7311000227928162,0.7580999732017517,0.7580999732017517,6408867
2024-04-03,AMWL,0.7724000215530396,0.7900000214576721,0.7329999804496765,0.7599999904632568,0.7599999904632568,2856748
2024-04-04,AMWL,0.7450000047683716,0.8586999773979187,0.7450000047683716,0.8011000156402588,0.8011000156402588,2762660
2024-04-05,AMWL,0.7799999713897705,0.7940999865531921,0.7200000286102295,0.7200000286102295,0.7200000286102295,2720191
2024-04-08,AMWL,0.7336999773979187,0.7627500295639038,0.7200000286102295,0.7246000170707703,0.7246000170707703,5333437
2024-04-09,AMWL,0.7163000106811523,0.7570000290870667,0.7067000269889832,0.7206000089645386,0.7206000089645386,3378642
2024-04-10,AMWL,0.6751999855041504,0.696399986743927,0.6489999890327454,0.6647999882698059,0.6647999882698059,5083850
2024-04-11,AMWL,0.6632999777793884,0.6675000190734863,0.6151999831199646,0.6317999958992004,0.6317999958992004,2891730
2024-04-12,AMWL,0.629800021648407,0.6389999985694885,0.5672000050544739,0.5752999782562256,0.5752999782562256,2835586
2024-04-15,AMWL,0.5956000089645386,0.6132000088691711,0.5404000282287598,0.5573999881744385,0.5573999881744385,6151439
2024-04-16,AMWL,0.5809999704360962,0.5809999704360962,0.5130000114440918,0.5152999758720398,0.5152999758720398,4199833
2024-04-17,AMWL,0.5223000049591064,0.5342000126838684,0.5009999871253967,0.5138999819755554,0.5138999819755554,3628496
2024-04-18,AMWL,0.517300009727478,0.5400000214576721,0.5130000114440918,0.5178999900817871,0.5178999900817871,2205220
2024-04-19,AMWL,0.5149999856948853,0.5649999976158142,0.5149999856948853,0.5465999841690063,0.5465999841690063,2065627
2024-04-22,AMWL,0.5570999979972839,0.5956000089645386,0.5299999713897705,0.552299976348877,0.552299976348877,2592758
2024-04-23,AMWL,0.5496000051498413,0.5899999737739563,0.5400000214576721,0.5425999760627747,0.5425999760627747,2398601
2024-04-24,AMWL,0.5400000214576721,0.5662999749183655,0.5307999849319458,0.5338000059127808,0.5338000059127808,2570926
2024-04-25,AMWL,0.5199999809265137,0.5491999983787537,0.510200023651123,0.5394999980926514,0.5394999980926514,1804567
2024-04-26,AMWL,0.5400000214576721,0.5489000082015991,0.5228999853134155,0.527999997138977,0.527999997138977,1234964
2024-04-29,AMWL,0.5321999788284302,0.5961999893188477,0.5238000154495239,0.5961999893188477,0.5961999893188477,4121673
2024-04-30,AMWL,0.5699999928474426,0.5705999732017517,0.504800021648407,0.5105000138282776,0.5105000138282776,2968356
2024-05-01,AMWL,0.5127000212669373,0.5590999722480774,0.5121999979019165,0.5311999917030334,0.5311999917030334,2032927
2024-05-02,AMWL,0.4950000047683716,0.5202999711036682,0.4514999985694885,0.5202999711036682,0.5202999711036682,3042811
2024-05-03,AMWL,0.5206000208854675,0.5789999961853027,0.5145000219345093,0.5699999928474426,0.5699999928474426,3297632
2024-05-06,AMWL,0.5670999884605408,0.5899999737739563,0.5598999857902527,0.5683000087738037,0.5683000087738037,1767674
2024-05-07,AMWL,0.5483999848365784,0.5916000008583069,0.5483999848365784,0.555899977684021,0.555899977684021,1138484
2024-05-08,AMWL,0.557200014591217,0.557200014591217,0.5099999904632568,0.5180000066757202,0.5180000066757202,2164770
2024-05-09,AMWL,0.517300009727478,0.5333999991416931,0.5001000165939331,0.512499988079071,0.512499988079071,1358354
2024-05-10,AMWL,0.5049999952316284,0.5099999904632568,0.460099995136261,0.4683000147342682,0.4683000147342682,3191278
2024-05-13,AMWL,0.4659000039100647,0.5188000202178955,0.4659000039100647,0.4900999963283539,0.4900999963283539,2235774
2024-05-14,AMWL,0.550000011920929,0.5799999833106995,0.4853000044822693,0.49779999256134033,0.49779999256134033,1878245
2024-05-15,AMWL,0.5,0.5099999904632568,0.4749999940395355,0.47870001196861267,0.47870001196861267,2203764
2024-05-16,AMWL,0.48249998688697815,0.4921000003814697,0.4650999903678894,0.4862000048160553,0.4862000048160553,987483
2024-05-17,AMWL,0.4999000132083893,0.5,0.4740999937057495,0.48890000581741333,0.48890000581741333,1661907
2024-05-20,AMWL,0.4846000075340271,0.5199300050735474,0.4846000075340271,0.5083000063896179,0.5083000063896179,1374494
2024-05-21,AMWL,0.5,0.5098999738693237,0.46000000834465027,0.47999998927116394,0.47999998927116394,2605987
2024-05-22,AMWL,0.47749999165534973,0.5099999904632568,0.4699999988079071,0.4959000051021576,0.4959000051021576,1381256
2024-05-23,AMWL,0.4819999933242798,0.49079999327659607,0.45019999146461487,0.4569999873638153,0.4569999873638153,2376045
2024-05-24,AMWL,0.48240000009536743,0.4839000105857849,0.43059998750686646,0.4318000078201294,0.4318000078201294,1599143
2024-05-28,AMWL,0.4359000027179718,0.4494999945163727,0.41499999165534973,0.4302000105381012,0.4302000105381012,2224143
2024-05-29,AMWL,0.42800000309944153,0.43709999322891235,0.40209999680519104,0.4138999879360199,0.4138999879360199,1727361
2024-05-30,AMWL,0.42590001225471497,0.42750000953674316,0.40070000290870667,0.4018000066280365,0.4018000066280365,1776567
2024-05-31,AMWL,0.4066999852657318,0.4388999938964844,0.4018000066280365,0.4268999993801117,0.4268999993801117,2189843
2024-06-03,AMWL,0.47999998927116394,0.47999998927116394,0.38999998569488525,0.41999998688697815,0.41999998688697815,2103182
2024-06-04,AMWL,0.4000000059604645,0.41760000586509705,0.38999998569488525,0.39010000228881836,0.39010000228881836,2059154
2024-06-05,AMWL,0.39899998903274536,0.41999998688697815,0.3799999952316284,0.4052000045776367,0.4052000045776367,1885480
2024-06-06,AMWL,0.40790000557899475,0.41670000553131104,0.38089999556541443,0.38960000872612,0.38960000872612,1746593
2024-06-07,AMWL,0.4000000059604645,0.4083000123500824,0.3700000047683716,0.3797999918460846,0.3797999918460846,1501336
2024-06-10,AMWL,0.3700000047683716,0.41679999232292175,0.3610000014305115,0.4099000096321106,0.4099000096321106,1472719
2024-06-11,AMWL,0.3978999853134155,0.41920000314712524,0.3799999952316284,0.4178999960422516,0.4178999960422516,950130
2024-06-12,AMWL,0.41999998688697815,0.4345000088214874,0.3995000123977661,0.40639999508857727,0.40639999508857727,1043536
2024-06-13,AMWL,0.4043000042438507,0.40639999508857727,0.3799999952316284,0.3926999866962433,0.3926999866962433,1229096
2024-06-14,AMWL,0.3880999982357025,0.39480000734329224,0.3700000047683716,0.391400009393692,0.391400009393692,1065249
2024-06-17,AMWL,0.4113999903202057,0.45500001311302185,0.3799999952316284,0.3935000002384186,0.3935000002384186,3329668
2024-06-18,AMWL,0.38999998569488525,0.3944999873638153,0.3635999858379364,0.3677999973297119,0.3677999973297119,1640214
2024-06-20,AMWL,0.3714999854564667,0.39500001072883606,0.3677999973297119,0.38690000772476196,0.38690000772476196,1282900
2024-06-21,AMWL,0.38499999046325684,0.38830000162124634,0.3700000047683716,0.3700000047683716,0.3700000047683716,2014960
2024-06-24,AMWL,0.3499999940395355,0.42160001397132874,0.3499999940395355,0.4050000011920929,0.4050000011920929,2034795
2024-06-25,AMWL,0.41499999165534973,0.4196999967098236,0.3928999900817871,0.4059999883174896,0.4059999883174896,1665697
2024-06-26,AMWL,0.40149998664855957,0.4189999997615814,0.3610000014305115,0.36309999227523804,0.36309999227523804,2278947
2024-06-27,AMWL,0.36570000648498535,0.3779999911785126,0.35670000314712524,0.37529999017715454,0.37529999017715454,2481594
2024-06-28,AMWL,0.3499999940395355,0.35339999198913574,0.3248000144958496,0.3248000144958496,0.3248000144958496,33893220
2024-07-01,AMWL,0.33000001311302185,0.33009999990463257,0.25,0.25,0.25,6177900
2024-07-02,AMWL,0.25999999046325684,0.3605000078678131,0.25999999046325684,0.29499998688697815,0.29499998688697815,15308173
2024-07-03,AMWL,0.29499998688697815,0.31679999828338623,0.29499998688697815,0.30000001192092896,0.30000001192092896,3221328
2024-07-05,AMWL,0.30000001192092896,0.33550000190734863,0.30000001192092896,0.31150001287460327,0.31150001287460327,4000588
2024-07-08,AMWL,0.3109000027179718,0.3400000035762787,0.30000001192092896,0.3230000138282776,0.3230000138282776,5351226
2024-07-09,AMWL,0.3025999963283539,0.3400000035762787,0.3025999963283539,0.3240000009536743,0.3240000009536743,2410929
